VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1750873889648	21.2426	2.83527	-24.651	0.974366	-0.0373478	-0.0462153	-0.216979	img_Drone1__0_1750874081556337300.png
Drone1	1750873889972	21.1134	2.35526	-24.664	0.975374	-0.0241985	-0.0290979	-0.217285	img_Drone1__0_1750874081924855700.png
Drone1	1750873890461	21.005	1.5236	-24.664	0.975887	-0.0124812	-0.0142731	-0.217451	img_Drone1__0_1750874082468978800.png
Drone1	1750873890942	20.9537	0.638782	-24.6591	0.976012	-0.00673899	-0.0070563	-0.217497	img_Drone1__0_1750874083018740400.png
Drone1	1750873891479	20.9277	-0.389763	-24.6542	0.976045	-0.00368234	-0.00319649	-0.217512	img_Drone1__0_1750874083637975800.png
Drone1	1750873891836	20.9197	-1.08491	-24.6516	0.976051	-0.0026499	-0.00188316	-0.217516	img_Drone1__0_1750874084050450500.png
Drone1	1750873892307	20.9149	-2.00906	-24.6488	0.976054	-0.00190732	-0.000931973	-0.217519	img_Drone1__0_1750874084591118300.png
Drone1	1750873892796	20.9137	-2.97299	-24.6465	0.976055	-0.00152932	-0.000443657	-0.21752	img_Drone1__0_1750874085135216000.png
Drone1	1750873893321	20.9143	-4.01031	-24.6444	0.976055	-0.00133793	-0.000194242	-0.21752	img_Drone1__0_1750874085736073600.png
Drone1	1750873893636	20.9153	-4.63333	-24.6432	0.976055	-0.00127749	-0.000114868	-0.21752	img_Drone1__0_1750874086101476500.png
Drone1	1750873894131	20.9188	-5.52076	-24.6154	0.972037	0.0873168	0.0200694	-0.217065	img_Drone1__0_1750874086663652500.png
